No. of voting,Title,Subscript,Link,voting_id,Session,Dates
4,"Ustawa o zmianie ustawy o zaopatrzeniu emerytalnym żołnierzy zawodowych  oraz ich rodzin, ustawy o zaopatrzeniu emerytalnym funkcjonariuszy Policji, Agencji Bezpieczeństwa Wewnętrznego, Agencji Wywiadu, Służby Kontrwywiadu Wojskowego, Służby Wywiadu Wojskowego, Centralnego Biura  Antykorupcyjnego, Straży Granicznej, Biura Ochrony Rządu, Państwowej Straży Pożarnej i Służby Więziennej oraz ich rodzin oraz niektórych innych ustaw",Wniosek o odrzucenie ustawy,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,398.html",398,"Posiedzenie: 12. posiedzenie Senatu RP VIII kadencji, 2 dzień",23 i 24 maja 2012 r.
5,"Ustawa o zmianie ustawy o zaopatrzeniu emerytalnym żołnierzy zawodowych  oraz ich rodzin, ustawy o zaopatrzeniu emerytalnym funkcjonariuszy Policji, Agencji Bezpieczeństwa Wewnętrznego, Agencji Wywiadu, Służby Kontrwywiadu Wojskowego, Służby Wywiadu Wojskowego, Centralnego Biura  Antykorupcyjnego, Straży Granicznej, Biura Ochrony Rządu, Państwowej Straży Pożarnej i Służby Więziennej oraz ich rodzin oraz niektórych innych ustaw",Wniosek o przyjęcie ustawy bez poprawek,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,399.html",399,"Posiedzenie: 12. posiedzenie Senatu RP VIII kadencji, 2 dzień",23 i 24 maja 2012 r.
6,Drugie czytanie projektu ustawy o zmianie ustawy - Prawo prasowe,Poprawka 1,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,400.html",400,"Posiedzenie: 12. posiedzenie Senatu RP VIII kadencji, 2 dzień",23 i 24 maja 2012 r.
7,Drugie czytanie projektu ustawy o zmianie ustawy - Prawo prasowe,Poprawka 4,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,401.html",401,"Posiedzenie: 12. posiedzenie Senatu RP VIII kadencji, 2 dzień",23 i 24 maja 2012 r.
8,Drugie czytanie projektu ustawy o zmianie ustawy - Prawo prasowe,Poprawka 5,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,402.html",402,"Posiedzenie: 12. posiedzenie Senatu RP VIII kadencji, 2 dzień",23 i 24 maja 2012 r.
9,Drugie czytanie projektu ustawy o zmianie ustawy - Prawo prasowe,Poprawka 6,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,403.html",403,"Posiedzenie: 12. posiedzenie Senatu RP VIII kadencji, 2 dzień",23 i 24 maja 2012 r.
10,Drugie czytanie projektu ustawy o zmianie ustawy - Prawo prasowe,Poprawka 7,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,404.html",404,"Posiedzenie: 12. posiedzenie Senatu RP VIII kadencji, 2 dzień",23 i 24 maja 2012 r.
11,Drugie czytanie projektu ustawy o zmianie ustawy - Prawo prasowe,"Poprawka 8, 14","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,405.html",405,"Posiedzenie: 12. posiedzenie Senatu RP VIII kadencji, 2 dzień",23 i 24 maja 2012 r.
12,Drugie czytanie projektu ustawy o zmianie ustawy - Prawo prasowe,Poprawka 9,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,406.html",406,"Posiedzenie: 12. posiedzenie Senatu RP VIII kadencji, 2 dzień",23 i 24 maja 2012 r.
13,Drugie czytanie projektu ustawy o zmianie ustawy - Prawo prasowe,Poprawka 10,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,407.html",407,"Posiedzenie: 12. posiedzenie Senatu RP VIII kadencji, 2 dzień",23 i 24 maja 2012 r.
14,Drugie czytanie projektu ustawy o zmianie ustawy - Prawo prasowe,Poprawka 12,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,408.html",408,"Posiedzenie: 12. posiedzenie Senatu RP VIII kadencji, 2 dzień",23 i 24 maja 2012 r.
15,Drugie czytanie projektu ustawy o zmianie ustawy - Prawo prasowe,Poprawka 13,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,409.html",409,"Posiedzenie: 12. posiedzenie Senatu RP VIII kadencji, 2 dzień",23 i 24 maja 2012 r.
16,Drugie czytanie projektu ustawy o zmianie ustawy - Prawo prasowe,Poprawki 16 i 18,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,410.html",410,"Posiedzenie: 12. posiedzenie Senatu RP VIII kadencji, 2 dzień",23 i 24 maja 2012 r.
17,Drugie czytanie projektu ustawy o zmianie ustawy - Prawo prasowe,Poprawka 17,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,411.html",411,"Posiedzenie: 12. posiedzenie Senatu RP VIII kadencji, 2 dzień",23 i 24 maja 2012 r.
18,Drugie czytanie projektu ustawy o zmianie ustawy - Prawo prasowe,Poprawka 19,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,412.html",412,"Posiedzenie: 12. posiedzenie Senatu RP VIII kadencji, 2 dzień",23 i 24 maja 2012 r.
19,Drugie czytanie projektu ustawy o zmianie ustawy - Prawo prasowe,Poprawki 20 i 24,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,413.html",413,"Posiedzenie: 12. posiedzenie Senatu RP VIII kadencji, 2 dzień",23 i 24 maja 2012 r.
20,Drugie czytanie projektu ustawy o zmianie ustawy - Prawo prasowe,Przyjęcie projektu wraz z poprawkami,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,395.html",395,"Posiedzenie: 12. posiedzenie Senatu RP VIII kadencji, 2 dzień",23 i 24 maja 2012 r.
1,Zmiany w składzie komisji senackich,Wniosek o podjęcie uchwały,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,415.html",415,"Posiedzenie: 13. posiedzenie Senatu RP VIII kadencji, 1 dzień",30 maja 2012 r.
2,Ustawa o skutkach powierzania wykonywania pracy cudzoziemcom przebywającym wbrew przepisom na terytorium Rzeczypospolitej Polskiej,Wniosek o odrzucenie ustawy,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,416.html",416,"Posiedzenie: 13. posiedzenie Senatu RP VIII kadencji, 1 dzień",30 maja 2012 r.
3,Ustawa o skutkach powierzania wykonywania pracy cudzoziemcom przebywającym wbrew przepisom na terytorium Rzeczypospolitej Polskiej,Poprawka 1,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,417.html",417,"Posiedzenie: 13. posiedzenie Senatu RP VIII kadencji, 1 dzień",30 maja 2012 r.
4,Ustawa o skutkach powierzania wykonywania pracy cudzoziemcom przebywającym wbrew przepisom na terytorium Rzeczypospolitej Polskiej,Poprawka 2,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,418.html",418,"Posiedzenie: 13. posiedzenie Senatu RP VIII kadencji, 1 dzień",30 maja 2012 r.
5,Ustawa o skutkach powierzania wykonywania pracy cudzoziemcom przebywającym wbrew przepisom na terytorium Rzeczypospolitej Polskiej,Poprawka 3,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,419.html",419,"Posiedzenie: 13. posiedzenie Senatu RP VIII kadencji, 1 dzień",30 maja 2012 r.
6,Ustawa o skutkach powierzania wykonywania pracy cudzoziemcom przebywającym wbrew przepisom na terytorium Rzeczypospolitej Polskiej,Poprawka 4,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,420.html",420,"Posiedzenie: 13. posiedzenie Senatu RP VIII kadencji, 1 dzień",30 maja 2012 r.
7,Ustawa o skutkach powierzania wykonywania pracy cudzoziemcom przebywającym wbrew przepisom na terytorium Rzeczypospolitej Polskiej,Poprawka 5,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,421.html",421,"Posiedzenie: 13. posiedzenie Senatu RP VIII kadencji, 1 dzień",30 maja 2012 r.
8,Ustawa o skutkach powierzania wykonywania pracy cudzoziemcom przebywającym wbrew przepisom na terytorium Rzeczypospolitej Polskiej,Poprawka 6,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,422.html",422,"Posiedzenie: 13. posiedzenie Senatu RP VIII kadencji, 1 dzień",30 maja 2012 r.
9,Ustawa o skutkach powierzania wykonywania pracy cudzoziemcom przebywającym wbrew przepisom na terytorium Rzeczypospolitej Polskiej,"Poprawka 7, 11","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,423.html",423,"Posiedzenie: 13. posiedzenie Senatu RP VIII kadencji, 1 dzień",30 maja 2012 r.
10,Ustawa o skutkach powierzania wykonywania pracy cudzoziemcom przebywającym wbrew przepisom na terytorium Rzeczypospolitej Polskiej,Poprawka 8,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,424.html",424,"Posiedzenie: 13. posiedzenie Senatu RP VIII kadencji, 1 dzień",30 maja 2012 r.
11,Ustawa o skutkach powierzania wykonywania pracy cudzoziemcom przebywającym wbrew przepisom na terytorium Rzeczypospolitej Polskiej,Poprawka 9,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,425.html",425,"Posiedzenie: 13. posiedzenie Senatu RP VIII kadencji, 1 dzień",30 maja 2012 r.
12,Ustawa o skutkach powierzania wykonywania pracy cudzoziemcom przebywającym wbrew przepisom na terytorium Rzeczypospolitej Polskiej,Poprawka 10,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,426.html",426,"Posiedzenie: 13. posiedzenie Senatu RP VIII kadencji, 1 dzień",30 maja 2012 r.
13,Ustawa o skutkach powierzania wykonywania pracy cudzoziemcom przebywającym wbrew przepisom na terytorium Rzeczypospolitej Polskiej,Poprawka 12,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,427.html",427,"Posiedzenie: 13. posiedzenie Senatu RP VIII kadencji, 1 dzień",30 maja 2012 r.
14,Ustawa o skutkach powierzania wykonywania pracy cudzoziemcom przebywającym wbrew przepisom na terytorium Rzeczypospolitej Polskiej,Poprawka 13,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,428.html",428,"Posiedzenie: 13. posiedzenie Senatu RP VIII kadencji, 1 dzień",30 maja 2012 r.
15,Ustawa o skutkach powierzania wykonywania pracy cudzoziemcom przebywającym wbrew przepisom na terytorium Rzeczypospolitej Polskiej,Przyjęcie ustawy wraz z poprawkami,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,429.html",429,"Posiedzenie: 13. posiedzenie Senatu RP VIII kadencji, 1 dzień",30 maja 2012 r.
16,"Ustawa o zmianie zakresu obowiązywania Umowy o utworzeniu Europejskiego Banku Odbudowy i Rozwoju, sporządzonej w Paryżu dnia 29 maja 1990 r.",Wniosek o przyjęcie ustawy bez poprawek,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,430.html",430,"Posiedzenie: 13. posiedzenie Senatu RP VIII kadencji, 1 dzień",30 maja 2012 r.
17,Ustawa o zmianie ustawy - Przepisy wprowadzające ustawy reformujące system nauki,Wniosek o przyjęcie ustawy bez poprawek,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,431.html",431,"Posiedzenie: 13. posiedzenie Senatu RP VIII kadencji, 1 dzień",30 maja 2012 r.
18,Drugie czytanie projektu ustawy o zmianie ustawy o gospodarce nieruchomościami,Poprawka,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,432.html",432,"Posiedzenie: 13. posiedzenie Senatu RP VIII kadencji, 1 dzień",30 maja 2012 r.
19,Drugie czytanie projektu ustawy o zmianie ustawy o gospodarce nieruchomościami,Przyjęcie projektu wraz z poprawką,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,433.html",433,"Posiedzenie: 13. posiedzenie Senatu RP VIII kadencji, 1 dzień",30 maja 2012 r.
20,"Ustawa o ratyfikacji decyzji Rady Europejskiej 2011/199/UE z dnia 25 marca 2011 r. w sprawie zmiany art. 136 Traktatu o funkcjonowaniu Unii Europejskiej w odniesieniu do mechanizmu stabilności dla państw członkowskich, których walutą jest euro",Wniosek o przyjęcie ustawy bez poprawek,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,434.html",434,"Posiedzenie: 13. posiedzenie Senatu RP VIII kadencji, 1 dzień",30 maja 2012 r.
1,Drugie czytanie projektu uchwały z okazji 90. rocznicy powrotu części Górnego Śląska do Polski,Wniosek o przyjęcie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,460.html",460,"Posiedzenie: 15. posiedzenie Senatu RP VIII kadencji, 1 dzień",5 i 6 lipca 2012 r.
2,"Ustawa o spłacie niektórych niezaspokojonych należności przedsiębiorców, wynikających z realizacji udzielonych zamówień publicznych",Wniosek o odrzucenie ustawy,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,462.html",462,"Posiedzenie: 15. posiedzenie Senatu RP VIII kadencji, 2 dzień",5 i 6 lipca 2012 r.
3,"Ustawa o spłacie niektórych niezaspokojonych należności przedsiębiorców, wynikających z realizacji udzielonych zamówień publicznych",Wniosek o przyjęcie ustawy bez poprawek,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,463.html",463,"Posiedzenie: 15. posiedzenie Senatu RP VIII kadencji, 2 dzień",5 i 6 lipca 2012 r.
4,Ustawa o zmianie ustawy o zapobieganiu oraz zwalczaniu zakażeń i chorób zakaźnych u ludzi oraz ustawy o Państwowej Inspekcji Sanitarnej,Poprawka 1,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,464.html",464,"Posiedzenie: 15. posiedzenie Senatu RP VIII kadencji, 2 dzień",5 i 6 lipca 2012 r.
5,Ustawa o zmianie ustawy o zapobieganiu oraz zwalczaniu zakażeń i chorób zakaźnych u ludzi oraz ustawy o Państwowej Inspekcji Sanitarnej,Poprawka 2,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,465.html",465,"Posiedzenie: 15. posiedzenie Senatu RP VIII kadencji, 2 dzień",5 i 6 lipca 2012 r.
6,Ustawa o zmianie ustawy o zapobieganiu oraz zwalczaniu zakażeń i chorób zakaźnych u ludzi oraz ustawy o Państwowej Inspekcji Sanitarnej,Poprawka 3,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,466.html",466,"Posiedzenie: 15. posiedzenie Senatu RP VIII kadencji, 2 dzień",5 i 6 lipca 2012 r.
7,Ustawa o zmianie ustawy o zapobieganiu oraz zwalczaniu zakażeń i chorób zakaźnych u ludzi oraz ustawy o Państwowej Inspekcji Sanitarnej,Poprawka 4,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,467.html",467,"Posiedzenie: 15. posiedzenie Senatu RP VIII kadencji, 2 dzień",5 i 6 lipca 2012 r.
8,Ustawa o zmianie ustawy o zapobieganiu oraz zwalczaniu zakażeń i chorób zakaźnych u ludzi oraz ustawy o Państwowej Inspekcji Sanitarnej,Poprawka 5,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,468.html",468,"Posiedzenie: 15. posiedzenie Senatu RP VIII kadencji, 2 dzień",5 i 6 lipca 2012 r.
9,Ustawa o zmianie ustawy o zapobieganiu oraz zwalczaniu zakażeń i chorób zakaźnych u ludzi oraz ustawy o Państwowej Inspekcji Sanitarnej,Przyjęcie ustawy wraz z poprawkami,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,469.html",469,"Posiedzenie: 15. posiedzenie Senatu RP VIII kadencji, 2 dzień",5 i 6 lipca 2012 r.
10,Ustawa o zmianie ustawy - Kodeks postępowania karnego,Poprawka,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,470.html",470,"Posiedzenie: 15. posiedzenie Senatu RP VIII kadencji, 2 dzień",5 i 6 lipca 2012 r.
11,Ustawa o zmianie ustawy - Kodeks postępowania karnego,Przyjęcie ustawy wraz z poprawką,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,471.html",471,"Posiedzenie: 15. posiedzenie Senatu RP VIII kadencji, 2 dzień",5 i 6 lipca 2012 r.
12,"Ustawa o ratyfikacji Konwencji o prawach osób niepełnosprawnych, sporządzonej w Nowym Jorku dnia 13 grudnia 2006 r.",Wniosek o przyjęcie ustawy bez poprawek,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,472.html",472,"Posiedzenie: 15. posiedzenie Senatu RP VIII kadencji, 2 dzień",5 i 6 lipca 2012 r.
13,Drugie czytanie projektu ustawy o zmianie ustawy - Przepisy wprowadzające ustawę - Kodeks wyborczy,Wniosek o przyjęcie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,473.html",473,"Posiedzenie: 15. posiedzenie Senatu RP VIII kadencji, 2 dzień",5 i 6 lipca 2012 r.
14,Drugie czytanie projektu ustawy o zmianie ustawy o Agencji Bezpieczeństwa Wewnętrznego oraz Agencji Wywiadu,Poprawka 1,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,474.html",474,"Posiedzenie: 15. posiedzenie Senatu RP VIII kadencji, 2 dzień",5 i 6 lipca 2012 r.
15,Drugie czytanie projektu ustawy o zmianie ustawy o Agencji Bezpieczeństwa Wewnętrznego oraz Agencji Wywiadu,Poprawka 2,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,475.html",475,"Posiedzenie: 15. posiedzenie Senatu RP VIII kadencji, 2 dzień",5 i 6 lipca 2012 r.
16,Drugie czytanie projektu ustawy o zmianie ustawy o Agencji Bezpieczeństwa Wewnętrznego oraz Agencji Wywiadu,Przyjęcie projektu wraz z poprawkami,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,476.html",476,"Posiedzenie: 15. posiedzenie Senatu RP VIII kadencji, 2 dzień",5 i 6 lipca 2012 r.
17,Sprawozdanie Krajowej Rady Radiofonii i Telewizji z działalności w 2011 roku wraz z Informacją o podstawowych problemach radiofonii i telewizji w 2011 roku.,Poprawka,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,477.html",477,"Posiedzenie: 15. posiedzenie Senatu RP VIII kadencji, 2 dzień",5 i 6 lipca 2012 r.
18,Sprawozdanie Krajowej Rady Radiofonii i Telewizji z działalności w 2011 roku wraz z Informacją o podstawowych problemach radiofonii i telewizji w 2011 roku.,Wniosek o przyjęcie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,461.html",461,"Posiedzenie: 15. posiedzenie Senatu RP VIII kadencji, 2 dzień",5 i 6 lipca 2012 r.
1,Drugie czytanie projektu ustawy o zmianie ustawy o radiofonii i telewizji,Poprawka 1,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,479.html",479,"Posiedzenie: 16. posiedzenie Senatu RP VIII kadencji, 1 dzień",25 i 26 lipca 2012 r.
2,Drugie czytanie projektu ustawy o zmianie ustawy o radiofonii i telewizji,Poprawka 2,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,480.html",480,"Posiedzenie: 16. posiedzenie Senatu RP VIII kadencji, 1 dzień",25 i 26 lipca 2012 r.
3,Drugie czytanie projektu ustawy o zmianie ustawy o radiofonii i telewizji,Poprawka 3,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,481.html",481,"Posiedzenie: 16. posiedzenie Senatu RP VIII kadencji, 1 dzień",25 i 26 lipca 2012 r.
4,Drugie czytanie projektu ustawy o zmianie ustawy o radiofonii i telewizji,Poprawka 4,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,482.html",482,"Posiedzenie: 16. posiedzenie Senatu RP VIII kadencji, 1 dzień",25 i 26 lipca 2012 r.
5,Drugie czytanie projektu ustawy o zmianie ustawy o radiofonii i telewizji,Przyjęcie projektu wraz z poprawkami,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,478.html",478,"Posiedzenie: 16. posiedzenie Senatu RP VIII kadencji, 1 dzień",25 i 26 lipca 2012 r.
6,Trzecie czytanie projektu uchwały w sprawie dalszej reformy powszechnego systemu emerytalnego,Wniosek o odrzucenie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,484.html",484,"Posiedzenie: 16. posiedzenie Senatu RP VIII kadencji, 2 dzień",25 i 26 lipca 2012 r.
7,Ustawa o zmianie ustawy - Prawo o zgromadzeniach,Wniosek o odrzucenie ustawy,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,485.html",485,"Posiedzenie: 16. posiedzenie Senatu RP VIII kadencji, 2 dzień",25 i 26 lipca 2012 r.
8,Ustawa o zmianie ustawy - Prawo o zgromadzeniach,Poprawka 1,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,486.html",486,"Posiedzenie: 16. posiedzenie Senatu RP VIII kadencji, 2 dzień",25 i 26 lipca 2012 r.
9,Ustawa o zmianie ustawy - Prawo o zgromadzeniach,Poprawka 2,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,487.html",487,"Posiedzenie: 16. posiedzenie Senatu RP VIII kadencji, 2 dzień",25 i 26 lipca 2012 r.
10,Ustawa o zmianie ustawy - Prawo o zgromadzeniach,Poprawka 3,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,488.html",488,"Posiedzenie: 16. posiedzenie Senatu RP VIII kadencji, 2 dzień",25 i 26 lipca 2012 r.
11,Ustawa o zmianie ustawy - Prawo o zgromadzeniach,Poprawka 4,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,489.html",489,"Posiedzenie: 16. posiedzenie Senatu RP VIII kadencji, 2 dzień",25 i 26 lipca 2012 r.
12,Ustawa o zmianie ustawy - Prawo o zgromadzeniach,Poprawka 5,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,490.html",490,"Posiedzenie: 16. posiedzenie Senatu RP VIII kadencji, 2 dzień",25 i 26 lipca 2012 r.
13,Ustawa o zmianie ustawy - Prawo o zgromadzeniach,Poprawka 7,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,491.html",491,"Posiedzenie: 16. posiedzenie Senatu RP VIII kadencji, 2 dzień",25 i 26 lipca 2012 r.
14,Ustawa o zmianie ustawy - Prawo o zgromadzeniach,Poprawka 8,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,492.html",492,"Posiedzenie: 16. posiedzenie Senatu RP VIII kadencji, 2 dzień",25 i 26 lipca 2012 r.
15,Ustawa o zmianie ustawy - Prawo o zgromadzeniach,Poprawka 9,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,493.html",493,"Posiedzenie: 16. posiedzenie Senatu RP VIII kadencji, 2 dzień",25 i 26 lipca 2012 r.
